Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2014-07-29,2014,7,29,Tuesday,30,2014-30,198.17,198.45,196.92,196.95,80466000.0,174.87,-0.004297215546121502,175.32214285714284,172.84060000000022
2014-07-30,2014,7,30,Wednesday,30,2014-30,197.65,197.91,196.16,196.98,104222000.0,174.89,0.00015244212369425192,175.36214285714283,173.0028000000002
2014-07-31,2014,7,31,Thursday,30,2014-30,195.61,195.78,192.97,193.09,183479000.0,171.44,-0.019748322999617707,175.1385714285714,173.11700000000022
2014-08-01,2014,8,1,Friday,30,2014-30,192.56,193.76,191.57,192.5,189261000.0,170.92,-0.0030555876463510545,174.81571428571425,173.1930000000002
2014-08-04,2014,8,4,Monday,31,2014-31,192.87,194.3,192.05,193.89,91340000.0,172.15,0.007220597240408688,174.60357142857143,173.28540000000018
2014-08-05,2014,8,5,Tuesday,31,2014-31,193.1,193.6,191.31,192.01,152690000.0,170.48,-0.009696127381331188,174.22642857142858,173.33100000000016
2014-08-06,2014,8,6,Wednesday,31,2014-31,191.11,192.89,191.08,192.07,94818000.0,170.53,0.00031272829210071684,173.99500000000003,173.3570000000002
2014-08-07,2014,8,7,Thursday,31,2014-31,192.94,193.13,190.55,191.03,135733000.0,169.61,-0.005414842988611834,173.5714285714286,173.3670000000002
2014-08-08,2014,8,8,Friday,31,2014-31,191.46,193.37,190.95,193.24,117014000.0,171.57,0.011568950525904231,173.31142857142862,173.3986000000002
2014-08-11,2014,8,11,Monday,32,2014-32,193.97,194.66,193.71,193.8,74544000.0,172.07,0.00289766885377718,173.0321428571429,173.43480000000017
2014-08-12,2014,8,12,Tuesday,32,2014-32,193.61,194.15,192.94,193.53,73632000.0,171.83,-0.001393037896501248,172.7078571428572,173.46240000000017
2014-08-13,2014,8,13,Wednesday,32,2014-32,194.29,195.06,193.96,194.84,69047000.0,172.99,0.0067692417532805305,172.4657142857143,173.51480000000015
2014-08-14,2014,8,14,Thursday,32,2014-32,195.16,195.76,194.98,195.76,57371000.0,173.81,0.004721489121805034,172.3414285714286,173.57680000000016
2014-08-15,2014,8,15,Friday,32,2014-32,196.47,196.65,194.31,195.72,139951000.0,173.77,-0.00020411133786246705,172.20928571428573,173.61580000000015
2014-08-18,2014,8,18,Monday,33,2014-33,196.8,197.45,196.69,197.36,75424000.0,175.23,0.008379405325557254,172.23500000000004,173.66740000000016
2014-08-19,2014,8,19,Tuesday,33,2014-33,197.84,198.54,197.44,198.39,59135000.0,176.15,0.005218763654931902,172.32500000000005,173.73400000000015
2014-08-20,2014,8,20,Wednesday,33,2014-33,198.12,199.16,198.08,198.92,72763000.0,176.62,0.0026714592791088343,172.69500000000002,173.80960000000016
2014-08-21,2014,8,21,Thursday,33,2014-33,199.09,199.76,198.93,199.5,67791000.0,177.13,0.0029159244238974313,173.13857142857145,173.90740000000017
2014-08-22,2014,8,22,Friday,33,2014-33,199.34,199.69,198.74,199.19,76107000.0,176.86,-0.0015540379660778925,173.47500000000005,174.02420000000018
2014-08-25,2014,8,25,Monday,34,2014-34,200.14,200.59,199.15,200.2,63855000.0,177.75,0.005070390843202599,173.99428571428575,174.14840000000015
2014-08-26,2014,8,26,Tuesday,34,2014-34,200.33,200.82,200.28,200.33,47298000.0,177.87,0.0006493151973749889,174.51857142857145,174.27220000000017
2014-08-27,2014,8,27,Wednesday,34,2014-34,200.43,200.57,199.94,200.25,47874000.0,177.8,-0.00039933909594092043,175.10357142857146,174.38500000000013
2014-08-28,2014,8,28,Thursday,34,2014-34,199.59,200.27,199.39,200.14,58330000.0,177.7,-0.0005489995155382177,175.54142857142855,174.47060000000016
2014-08-29,2014,8,29,Friday,34,2014-34,200.45,200.73,199.82,200.71,65907000.0,178.21,0.0028478302907817277,175.98,174.56240000000014
2014-09-02,2014,9,2,Tuesday,35,2014-35,200.97,201.0,199.86,200.61,72426000.0,178.12,-0.0004982501308131715,176.4292857142857,174.64540000000017
2014-09-03,2014,9,3,Wednesday,35,2014-35,201.38,201.41,200.22,200.5,57462000.0,178.02,-0.0005481855905061783,176.78857142857143,174.72740000000016
2014-09-04,2014,9,4,Thursday,35,2014-35,200.84,201.58,199.66,200.21,85236000.0,177.76,-0.0014462585891157342,177.0707142857143,174.82520000000014
2014-09-05,2014,9,5,Friday,35,2014-35,200.17,201.19,199.41,201.11,102177000.0,178.56,0.004494933896617148,177.41285714285715,174.92340000000016
2014-09-08,2014,9,8,Monday,36,2014-36,200.92,201.21,200.0,200.59,64146000.0,178.1,-0.002585593908536632,177.61785714285716,175.01480000000015
2014-09-09,2014,9,9,Tuesday,36,2014-36,200.41,200.55,198.91,199.32,88591000.0,176.97,-0.006331194005426699,177.67642857142854,175.0770000000001
2014-09-10,2014,9,10,Wednesday,36,2014-36,199.43,200.2,198.77,200.07,67251000.0,177.64,0.003762806202762814,177.7492857142857,175.1544000000001
2014-09-11,2014,9,11,Thursday,36,2014-36,199.27,200.33,199.12,200.3,66774400.0,177.84,0.001149409094977516,177.79999999999998,175.2124000000001
2014-09-12,2014,9,12,Friday,36,2014-36,200.1,200.12,198.56,199.13,117409300.0,176.8,-0.005841176523582292,177.79571428571427,175.24600000000007
