Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-06-08,2016,6,8,Wednesday,23,2016-23,121.98,122.49,120.89,122.11,3925900,104.72,0.0017226552111979654,104.71428571428574,107.8108
2016-06-09,2016,6,9,Thursday,23,2016-23,122.07,123.09,122.07,122.79,4583400,105.31,0.005568875899378156,104.61714285714287,107.7744
2016-06-10,2016,6,10,Friday,23,2016-23,121.8,122.66,121.61,122.36,4347400,104.94,-0.0035020610779216144,104.66,107.73320000000001
2016-06-13,2016,6,13,Monday,24,2016-24,121.95,123.97,121.85,122.99,5436700,105.48,0.005148755768248803,104.72571428571428,107.68
2016-06-14,2016,6,14,Tuesday,24,2016-24,122.54,123.19,121.93,122.51,6351400,105.07,-0.0039025811472361838,104.69285714285715,107.6092
2016-06-15,2016,6,15,Wednesday,24,2016-24,123.15,123.32,122.13,122.25,4168100,104.84,-0.0021224645103151696,104.68571428571428,107.53699999999999
2016-06-16,2016,6,16,Thursday,24,2016-24,121.84,122.63,120.95,122.47,3931800,105.03,0.001799807393756847,104.66,107.46640000000001
2016-06-17,2016,6,17,Friday,24,2016-24,122.23,122.71,121.42,122.27,8331400,104.86,-0.0016332820237501267,104.655,107.3818
2016-06-20,2016,6,20,Monday,25,2016-25,123.32,124.08,123.27,123.42,5951000,105.85,0.009405662314357244,104.79285714285713,107.32000000000002
2016-06-21,2016,6,21,Tuesday,25,2016-25,123.92,124.0,122.31,122.63,4749000,105.17,-0.0064011022991379285,104.88785714285714,107.25139999999999
2016-06-22,2016,6,22,Wednesday,25,2016-25,121.31,121.45,120.05,120.62,6578900,103.45,-0.016390658599196084,104.85428571428572,107.1476
2016-06-23,2016,6,23,Thursday,25,2016-25,121.48,121.75,120.64,121.21,3832800,103.95,0.004891214201019789,104.84571428571428,107.066
2016-06-24,2016,6,24,Friday,25,2016-25,118.76,121.11,118.29,119.44,6985900,102.43,-0.01460266038023883,104.68857142857144,106.9434
2016-06-27,2016,6,27,Monday,26,2016-26,118.16,118.16,116.08,116.3,14150500,99.74,-0.026289279948089384,104.34571428571428,106.7624
2016-06-28,2016,6,28,Tuesday,26,2016-26,117.2,118.64,116.83,118.5,6173000,101.63,0.01891649576350618,104.125,106.601
2016-06-29,2016,6,29,Wednesday,26,2016-26,119.16,119.96,119.0,119.49,5020400,102.48,0.008354721432211276,103.92285714285715,106.45639999999999
2016-06-30,2016,6,30,Thursday,26,2016-26,119.68,120.45,119.3,120.34,4808100,103.21,0.007113427474733314,103.7992857142857,106.3318
2016-07-01,2016,7,1,Friday,26,2016-26,119.72,120.86,119.66,120.4,3798100,103.26,0.0004983246135765729,103.64071428571428,106.2552
2016-07-05,2016,7,5,Tuesday,27,2016-27,120.12,120.8,120.1,120.76,5191100,103.57,0.002990157874188215,103.53357142857143,106.18959999999998
2016-07-06,2016,7,6,Wednesday,27,2016-27,119.29,120.96,119.0,120.63,5102800,103.45,-0.001076500804410463,103.4342857142857,106.08840000000001
2016-07-07,2016,7,7,Thursday,27,2016-27,120.89,121.24,120.41,120.92,3621300,103.7,0.0024039957746075924,103.33928571428571,105.98780000000001
2016-07-08,2016,7,8,Friday,27,2016-27,121.22,121.69,121.08,121.31,3809600,104.04,0.0032254499937538483,103.28071428571427,105.88400000000001
2016-07-11,2016,7,11,Monday,28,2016-28,121.69,122.12,121.46,122.0,4266300,104.63,0.005687586514997678,103.19357142857143,105.79839999999999
2016-07-12,2016,7,12,Tuesday,28,2016-28,122.0,122.59,121.96,122.25,3742000,104.84,0.0020493043492590957,103.16999999999999,105.7414
2016-07-13,2016,7,13,Wednesday,28,2016-28,122.36,123.02,122.16,122.82,3464200,105.33,0.0046627040292313016,103.30428571428571,105.66519999999998
2016-07-14,2016,7,14,Thursday,28,2016-28,123.7,124.21,123.01,123.93,6011900,106.28,0.009037743530921682,103.4707142857143,105.6046
2016-07-15,2016,7,15,Friday,28,2016-28,124.42,124.44,123.39,123.61,3688400,106.01,-0.0025823212709437104,103.72642857142857,105.52259999999998
2016-07-18,2016,7,18,Monday,29,2016-29,124.0,124.0,123.39,123.8,5254700,106.17,0.0015368945000910905,104.18571428571428,105.4448
2016-07-19,2016,7,19,Tuesday,29,2016-29,124.08,126.6,123.75,126.5,6277700,108.49,0.02180967038696746,104.67571428571428,105.39120000000001
2016-07-20,2016,7,20,Wednesday,29,2016-29,126.84,126.87,125.56,126.06,3353300,108.11,-0.0034783973605193585,105.07785714285716,105.3258
2016-07-21,2016,7,21,Thursday,29,2016-29,126.42,127.23,125.93,127.18,3572100,109.07,0.008884706433630152,105.49642857142858,105.26639999999999
2016-07-22,2016,7,22,Friday,29,2016-29,127.29,128.6,127.29,128.26,4304200,110.0,0.008491834615678373,105.97785714285715,105.2676
2016-07-25,2016,7,25,Monday,30,2016-30,127.95,127.95,126.86,127.4,6210100,109.26,-0.006704927760193158,106.38428571428571,105.23719999999999
2016-07-26,2016,7,26,Tuesday,30,2016-30,123.5,124.35,120.97,121.71,14563700,104.38,-0.04466272316278763,106.4507142857143,105.1312
2016-07-27,2016,7,27,Wednesday,30,2016-30,121.69,121.79,119.24,119.48,9939200,102.47,-0.018322057134236402,106.36285714285715,104.97320000000002
2016-07-28,2016,7,28,Thursday,30,2016-30,119.59,120.18,118.36,119.42,6239400,102.42,-0.0005022838053903023,106.24714285714286,104.84740000000002
2016-07-29,2016,7,29,Friday,30,2016-30,119.14,119.66,117.43,117.65,7460900,100.9,-0.014821540791250976,105.98071428571428,104.7164
2016-08-01,2016,8,1,Monday,31,2016-31,117.88,118.39,117.74,118.01,4208800,101.21,0.0030598236892478425,105.72142857142858,104.60719999999999
2016-08-02,2016,8,2,Tuesday,31,2016-31,118.18,118.71,117.11,117.7,4504200,100.94,-0.0026269069235773657,105.40785714285713,104.5392
2016-08-03,2016,8,3,Wednesday,31,2016-31,117.77,118.02,117.14,117.52,4120000,100.79,-0.0015293376760053823,105.01571428571428,104.46379999999999
2016-08-04,2016,8,4,Thursday,31,2016-31,117.85,118.55,117.58,118.3,4313200,101.46,0.006637457202053332,104.69071428571428,104.3824
2016-08-05,2016,8,5,Friday,31,2016-31,118.78,119.45,118.6,119.21,3883800,102.24,0.007691976237352183,104.41,104.3284
2016-08-08,2016,8,8,Monday,32,2016-32,119.17,119.37,118.2,118.29,3589300,101.45,-0.007717363960705104,103.90714285714286,104.24960000000002
2016-08-09,2016,8,9,Tuesday,32,2016-32,117.98,119.13,117.6,118.31,3491700,101.46,0.00016906213981227047,103.43214285714285,104.1802
2016-08-10,2016,8,10,Wednesday,32,2016-32,118.0,118.94,117.65,118.8,2941700,101.88,0.004141848634655387,102.91857142857144,104.13940000000001
2016-08-11,2016,8,11,Thursday,32,2016-32,118.87,119.75,118.85,119.38,3490200,102.38,0.004882053361870531,102.37428571428572,104.1102
2016-08-12,2016,8,12,Friday,32,2016-32,119.57,120.02,119.28,119.52,3015700,102.5,0.00117270405195824,101.89142857142858,104.0818
2016-08-15,2016,8,15,Monday,33,2016-33,119.02,119.25,118.52,118.52,3391600,101.64,-0.008366709712954501,101.69571428571429,104.0332
2016-08-16,2016,8,16,Tuesday,33,2016-33,118.31,118.53,117.92,117.94,3333900,101.15,-0.0048936622806325936,101.60142857142856,103.9636
